id;neighbourhood_cleansed;neighbourhood_group_cleansed;latitude;longitude;property_type;room_type;accommodates;bathrooms;bathrooms_text;bedrooms;beds;amenities;instant_bookable;price
1,03166E+18;la Vila Olímpica del Poblenou;Sant Martí;41.3929;2.1924;Room in hotel;Private room;2;;1 private bath;1.0;;"[""Dedicated workspace"", ""Shampoo"", ""Conditioner"", ""Shower gel"", ""Heating"", ""Hot water"", ""Bed linens"", ""Standalone high chair"", ""Paid parking on premises"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Pool"", ""Crib"", ""Room-darkening shades"", ""Hair dryer"", ""Air conditioning"", ""Essentials"", ""Gym""]";f;30.0
438102;el Fort Pienc;Eixample;41.39829;2.1812;Private room in rental unit;Private room;1;2.0;2 baths;1.0;1.0;"[""Dedicated workspace"", ""Shampoo"", ""Host greets you"", ""Lock on bedroom door"", ""Smoking allowed"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Iron"", ""Bed linens"", ""Paid parking on premises"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""First aid kit"", ""Fire extinguisher"", ""Washer"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials""]";t;45.0
26424317;la Sagrera;Sant Andreu;41.42535;2.18608;Private room in rental unit;Private room;1;;1 shared bath;;;"[""Dedicated workspace"", ""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Host greets you"", ""Lock on bedroom door"", ""Paid parking off premises"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Cleaning available during stay"", ""Bed linens"", ""Paid parking on premises"", ""Wifi"", ""Dishes and silverware"", ""Waterfront"", ""Stove"", ""Free street parking"", ""Washer"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Private entrance"", ""Hangers"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Essentials""]";f;15.0
37344482;l'Antiga Esquerra de l'Eixample;Eixample;41.38396;2.16049;Entire rental unit;Entire home/apt;5;1.0;1 bath;3.0;4.0;"[""Dryer"", ""Shampoo"", ""TV"", ""Washer"", ""Wifi"", ""Pool"", ""Iron"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Hangers"", ""Heating"", ""Cooking basics"", ""Air conditioning"", ""Essentials""]";f;85.0
8,59816E+17;el Poble Sec;Sants-Montjuïc;41.37379;2.16329;Entire rental unit;Entire home/apt;2;1.0;1 bath;1.0;1.0;"[""Dedicated workspace"", ""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Books and reading material"", ""Drying rack for clothing"", ""Host greets you"", ""Heating"", ""Hot water"", ""Cleaning available during stay"", ""Laundromat nearby"", ""Outdoor furniture"", ""Iron"", ""Bed linens"", ""City skyline view"", ""Private patio or balcony"", ""Single level home"", ""Dishwasher"", ""Wifi \u2013 35 Mbps"", ""TV"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Wine glasses"", ""Cooking basics"", ""Clothing storage"", ""Cleaning products"", ""Sun loungers"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Electric stove"", ""Hangers"", ""Body soap"", ""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Essentials"", ""Shower gel""]";t;150.0
1,1237E+18;la Salut;Gràcia;41.40915;2.15475;Entire rental unit;Entire home/apt;5;2.0;2 baths;2.0;3.0;"[""Long term stays allowed"", ""Fire extinguisher"", ""Room-darkening shades"", ""Hangers"", ""Iron"", ""Paid standalone high chair - available upon request"", ""Single level home"", ""Luggage dropoff allowed"", ""Pets allowed"", ""Laundromat nearby"", ""TV"", ""Microwave"", ""Rituals body soap"", ""Kitchen"", ""Siemens refrigerator"", ""Siemens induction stove"", ""Cleaning products"", ""Self check-in"", ""Outdoor shower"", ""Cooking basics"", ""Housekeeping available Monday to Friday - included with your stay"", ""Bed linens"", ""Free dryer \u2013 In unit"", ""Ethernet connection"", ""Siemens oven"", ""Extra pillows and blankets"", ""Baking sheet"", ""First aid kit"", ""Air conditioning"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Outdoor dining area"", ""Toaster"", ""Dining table"", ""Smart lock"", ""Dishes and silverware"", ""Wifi"", ""Wine glasses"", ""Outdoor furniture"", ""Freezer"", ""Central heating"", ""Exercise equipment"", ""Blender"", ""Safe"", ""Baby bath - available upon request"", ""Dishwasher"", ""Dedicated workspace"", ""Hot water kettle"", ""Hot water"", ""Exterior security cameras on property"", ""Paid crib - available upon request"", ""Washer"", ""Hair dryer"", ""Clothing storage: closet"", ""Elevator""]";f;180.0
1,15763E+18;el Carmel;Horta-Guinardó;41.42173218007517;2.1573056170280043;Entire rental unit;Entire home/apt;2;1.0;1 bath;2.0;2.0;"[""Shampoo"", ""Smoke alarm"", ""Long term stays allowed"", ""Iron"", ""Body soap"", ""Luggage dropoff allowed"", ""TV"", ""Kitchen"", ""Cooking basics"", ""Bed linens"", ""Air conditioning"", ""Outdoor dining area"", ""Dishes and silverware"", ""Outdoor furniture"", ""Wifi"", ""Shower gel"", ""Dedicated workspace"", ""Hot water"", ""Conditioner"", ""Washer""]";f;45.0
1,32027E+18;el Putxet i el Farró;Sarrià-Sant Gervasi;41.40389;2.1441;Entire rental unit;Entire home/apt;7;2.0;2 baths;3.0;4.0;"[""Trash compactor"", ""Coffee maker"", ""Shampoo"", ""Conditioner"", ""Refrigerator"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Smart lock"", ""Bed linens"", ""Self check-in"", ""Oven"", ""Dishwasher"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Wine glasses"", ""Hot water kettle"", ""Clothing storage"", ""Freezer"", ""Dining table"", ""Washer"", ""Microwave"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Body soap"", ""Central air conditioning"", ""Shower gel""]";t;1000.0
7,35189E+17;la Bordeta;Sants-Montjuïc;41.37097;2.13639;Entire rental unit;Entire home/apt;4;2.0;2 baths;3.0;3.0;"[""Dedicated workspace"", ""Coffee maker"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Hot water"", ""Heating - split type ductless system"", ""Iron"", ""Bed linens"", ""Oven"", ""Wifi"", ""Dishes and silverware"", ""55 inch HDTV with Chromecast"", ""Cooking basics"", ""Microwave"", ""Kitchen"", ""Hair dryer"", ""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Essentials""]";f;100.0
45086097;Sant Pere, Santa Caterina i la Ribera;Ciutat Vella;41.38755;2.17997;Entire rental unit;Entire home/apt;3;1.0;1 bath;2.0;2.0;"[""Safe"", ""Ceiling fan"", ""Dedicated workspace"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Cleaning available during stay"", ""Laundromat nearby"", ""TV with standard cable"", ""Iron"", ""Oven"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Stove"", ""Cooking basics"", ""Free street parking"", ""Shared beach access"", ""Freezer"", ""Dining table"", ""Microwave"", ""Kitchen"", ""Toaster"", ""Private entrance"", ""Hangers"", ""Free washer \u2013 In unit""]";f;55.0
6,02224E+17;Sant Gervasi - Galvany;Sarrià-Sant Gervasi;41.40013;2.1439;Entire serviced apartment;Entire home/apt;2;1.0;1 bath;1.0;1.0;"[""Extra pillows and blankets"", ""Dedicated workspace"", ""Shampoo"", ""Pocket wifi"", ""Carbon monoxide alarm"", ""Induction stove"", ""Refrigerator"", ""Coffee maker: Nespresso"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Single level home"", ""Dishwasher"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Smoke alarm"", ""Wine glasses"", ""Paid parking lot off premises"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Paid washer \u2013 In building"", ""Cooking basics"", ""Paid dryer \u2013 In building"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Room-darkening shades"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Lockbox"", ""Hangers"", ""Body soap"", ""Air conditioning"", ""Essentials"", ""Shower gel""]";f;195.0
7,91182E+17;el Poblenou;Sant Martí;41.40024;2.19744;Private room in rental unit;Private room;1;1.0;1 shared bath;1.0;1.0;"[""Coffee maker"", ""Patio or balcony"", ""Refrigerator"", ""Piano"", ""Iron"", ""Backyard"", ""Wifi"", ""Hair dryer""]";f;65.0
44682069;el Carmel;Horta-Guinardó;41.41766;2.16055;Entire rental unit;Entire home/apt;8;2.0;2 baths;4.0;4.0;"[""Dedicated workspace"", ""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Heating"", ""BBQ grill"", ""Ocean view"", ""Smart lock"", ""Outdoor furniture"", ""Iron"", ""Bed linens"", ""Self check-in"", ""City skyline view"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Cooking basics"", ""Crib"", ""Washer"", ""Microwave"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Ethernet connection"", ""Outdoor dining area"", ""Air conditioning"", ""Essentials""]";t;320.0
14164414;les Corts;Les Corts;41.38809;2.1308;Entire rental unit;Entire home/apt;2;1.5;1.5 baths;1.0;1.0;"[""Mini fridge"", ""Coffee maker"", ""Shampoo"", ""Long term stays allowed"", ""Host greets you"", ""Paid parking on premises"", ""Hangers"", ""Iron"", ""Dryer"", ""TV"", ""Patio or balcony"", ""Microwave"", ""Kitchen"", ""Cooking basics"", ""Bed linens"", ""Heating"", ""Stove"", ""Extra pillows and blankets"", ""Air conditioning"", ""Dishes and silverware"", ""Wifi"", ""Shower gel"", ""Paid parking off premises"", ""Essentials"", ""Hot water"", ""Washer"", ""Hair dryer"", ""Elevator""]";f;115.0
1,17397E+18;el Barri Gòtic;Ciutat Vella;41.3815472;2.1739977;Entire rental unit;Entire home/apt;4;1.0;1 bath;2.0;3.0;"[""Carbon monoxide alarm"", ""Refrigerator"", ""Hot water"", ""Iron"", ""Bed linens"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Fire extinguisher"", ""Stove"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Washer"", ""Microwave"", ""Kitchen"", ""Hair dryer"", ""Body soap"", ""Air conditioning""]";t;229.0
16973722;el Baix Guinardó;Horta-Guinardó;41.40929;2.17002;Entire rental unit;Entire home/apt;3;1.0;1 bath;2.0;3.0;"[""Coffee maker"", ""Shampoo"", ""Pocket wifi"", ""40 inch HDTV"", ""Refrigerator"", ""Host greets you"", ""Drying rack for clothing"", ""Smoking allowed"", ""Paid parking off premises"", ""Free dryer \u2013 In unit"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Iron"", ""Bed linens"", ""Bosch stainless steel electric stove"", ""Single level home"", ""Oven"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Clothing storage: closet"", ""Window guards"", ""Fire extinguisher"", ""Hot water kettle"", ""Cooking basics"", ""Dining table"", ""Room-darkening shades"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Body soap"", ""Ethernet connection"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Essentials"", ""AC - split type ductless system"", ""Shower gel""]";f;70.0
1,29058E+18;la Barceloneta;Ciutat Vella;41.3778037;2.1905271;Entire rental unit;Entire home/apt;3;1.0;1 bath;2.0;2.0;"[""Host greets you"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Clothing storage"", ""Other electric stove"", ""Extra pillows and blankets"", ""Wine glasses"", ""Bathtub"", ""Waterfront"", ""Dishes and silverware"", ""Beach access \u2013 Beachfront"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Dining table"", ""Hot water"", ""Refrigerator"", ""Coffee maker"", ""Hangers"", ""Body soap"", ""Freezer"", ""Bed linens"", ""Outdoor furniture"", ""Cleaning products"", ""Washer"", ""Outdoor dining area"", ""Cooking basics"", ""Beach view"", ""Wifi"", ""Heating"", ""TV with Chromecast"", ""Ocean view"", ""Air conditioning"", ""Laundromat nearby"", ""Kitchen""]";f;88.0
8,81157E+17;la Sagrada Família;Eixample;41.40881;2.17525;Private room in rental unit;Private room;2;1.5;1.5 shared baths;1.0;1.0;"[""Dedicated workspace"", ""Paid parking on premises"", ""TV"", ""Wifi"", ""Washer"", ""Kitchen"", ""Lock on bedroom door"", ""Exterior security cameras on property"", ""City skyline view"", ""Air conditioning""]";f;90.0
1,09254E+18;la Dreta de l'Eixample;Eixample;41.39321218668767;2.158358577985492;Private room in bed and breakfast;Private room;2;;1 private bath;1.0;;"[""Safe"", ""Dedicated workspace"", ""Shampoo"", ""Conditioner"", ""Refrigerator"", ""Air conditioning"", ""Hot water"", ""Cleaning available during stay"", ""Breakfast"", ""Heating - split type ductless system"", ""Iron"", ""Bed linens"", ""Private patio or balcony"", ""Coffee maker: espresso machine"", ""Single level home"", ""Dishwasher"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Wine glasses"", ""Crib - available upon request"", ""First aid kit"", ""Beach essentials"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Theme room"", ""Hot water kettle"", ""Cooking basics"", ""Freezer"", ""Dining table"", ""Room-darkening shades"", ""Paid parking garage off premises"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Private entrance"", ""Body soap"", ""Extra pillows and blankets"", ""Essentials"", ""Shower gel""]";f;500.0
6,29308E+17;Sant Antoni;Eixample;41.38298;2.16264;Entire rental unit;Entire home/apt;5;2.0;2 baths;3.0;3.0;"[""Safe"", ""Patio or balcony"", ""Dedicated workspace"", ""Shampoo"", ""High chair - available upon request"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Paid parking off premises"", ""Heating"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Smart lock"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Portable fans"", ""Oven"", ""Dishwasher"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Smoke alarm"", ""Wine glasses"", ""Crib - available upon request"", ""Stove"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Cooking basics"", ""Coffee"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Room-darkening shades"", ""Microwave"", ""Kitchen"", ""Coffee maker: espresso machine, Nespresso"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Free washer \u2013 In unit"", ""Essentials""]";t;162.0
1,20302E+18;Sarrià;Sarrià-Sant Gervasi;41.39391126510876;2.125862203538418;Private room in rental unit;Private room;1;3.0;3 baths;1.0;1.0;"[""Wifi"", ""Air conditioning"", ""Lock on bedroom door"", ""First aid kit""]";f;105.0
7,56653E+17;el Poble Sec;Sants-Montjuïc;41.3733342;2.1692475;Private room in casa particular;Private room;1;1.0;1 shared bath;1.0;1.0;"[""Wifi"", ""Host greets you""]";f;60.0
33680591;Hostafrancs;Sants-Montjuïc;41.37729;2.14191;Private room in rental unit;Private room;2;1.0;1 shared bath;1.0;1.0;"[""55 inch HDTV with Amazon Prime Video, Disney+, Netflix"", ""Long term stays allowed"", ""Smoke alarm"", ""Paid washer \u2013 In unit"", ""Room-darkening shades"", ""Hangers"", ""Private patio or balcony"", ""Single level home"", ""Body soap"", ""Laundromat nearby"", ""Microwave"", ""Kitchen"", ""Cleaning products"", ""Books and reading material"", ""One level available for guests. refrigerator"", ""Cooking basics"", ""Bed linens"", ""AC - split type ductless system"", ""Private gym nearby"", ""Drying rack for clothing"", ""Bosch induction stove"", ""Toaster"", ""Dining table"", ""Dishes and silverware"", ""Wifi"", ""Wine glasses"", ""Shower gel"", ""Paid parking lot off premises"", ""Dishwasher"", ""Essentials"", ""Dedicated workspace"", ""Hot water"", ""Free street parking"", ""Smoking allowed"", ""Shampoo"", ""Clothing storage: closet"", ""Elevator""]";f;25.0
45543477;Sant Pere, Santa Caterina i la Ribera;Ciutat Vella;41.38565;2.1854;Private room in hostel;Private room;2;1.0;1 shared bath;1.0;1.0;"[""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Heating"", ""Hot water"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Keypad"", ""TV"", ""Wifi"", ""Smoke alarm"", ""First aid kit"", ""Fire extinguisher"", ""Crib"", ""Free street parking"", ""Microwave"", ""Hair dryer"", ""Hangers"", ""Air conditioning"", ""Essentials""]";t;100.0
44027821;Sant Pere, Santa Caterina i la Ribera;Ciutat Vella;41.38775;2.18153;Entire guest suite;Entire home/apt;2;1.0;1 bath;1.0;2.0;"[""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Bathtub"", ""Bread maker"", ""Heating"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Cleaning available during stay"", ""Baking sheet"", ""Pets allowed"", ""Iron"", ""Bed linens"", ""Baby bath"", ""Self check-in"", ""Oven"", ""Dryer"", ""Dishwasher"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Crib"", ""Washer"", ""Microwave"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Private entrance"", ""Lockbox"", ""Hangers"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""High chair"", ""Shower gel""]";f;140.0
1,33388E+18;el Fort Pienc;Eixample;41.39759632104028;2.178206842479676;Shared room in home;Shared room;1;4.0;4 shared baths;;1.0;"[""Building staff"", ""Wifi"", ""First aid kit"", ""Kitchen"", ""Self check-in"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Air conditioning""]";t;30.0
48093421;el Barri Gòtic;Ciutat Vella;41.37932;2.1768;Entire rental unit;Entire home/apt;5;1.0;1 bath;3.0;3.0;"[""Dedicated workspace"", ""Coffee maker"", ""Shampoo"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Paid parking off premises"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Cleaning available during stay"", ""Smart lock"", ""Iron"", ""Bed linens"", ""Baby bath"", ""Self check-in"", ""Portable fans"", ""Oven"", ""Dryer"", ""Dishwasher"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Smoke alarm"", ""First aid kit"", ""Fire extinguisher"", ""Cooking basics"", ""55 inch HDTV"", ""Crib"", ""Room-darkening shades"", ""Washer"", ""Gas stove"", ""Microwave"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Ethernet connection"", ""AC - split type ductless system"", ""Extra pillows and blankets"", ""Essentials"", ""High chair""]";t;89.0
49167459;el Barri Gòtic;Ciutat Vella;41.380714;2.174539;Entire rental unit;Entire home/apt;2;1.0;1 bath;1.0;1.0;"[""Dedicated workspace"", ""Coffee maker"", ""Shampoo"", ""Conditioner"", ""Paid street parking off premises"", ""40 inch HDTV"", ""Refrigerator"", ""Induction stove"", ""Drying rack for clothing"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Iron"", ""Bed linens"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""Wifi"", ""Dishes and silverware"", ""Wine glasses"", ""Clothing storage: closet"", ""Hot water kettle"", ""Crib"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Room-darkening shades"", ""Microwave"", ""Essentials"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Body soap"", ""AC - split type ductless system"", ""Free washer \u2013 In unit"", ""Central air conditioning"", ""Shower gel""]";f;66.0
10706897;el Raval;Ciutat Vella;41.37569;2.16808;Private room in home;Private room;2;;2 shared baths;2.0;;"[""TV"", ""Wifi"", ""Pets allowed"", ""First aid kit"", ""Smoking allowed"", ""Private entrance"", ""Essentials"", ""Hot water""]";f;60.0
7283830;la Sagrada Família;Eixample;41.40898;2.17425;Private room in rental unit;Private room;2;;1.5 baths;;;"[""Essentials"", ""Smoking allowed"", ""Kitchen"", ""Washer"", ""Elevator"", ""First aid kit"", ""Wifi""]";f;38.0
54158916;Sant Antoni;Eixample;41.37764;2.16202;Entire serviced apartment;Entire home/apt;5;2.0;2 baths;3.0;4.0;"[""Safe"", ""Shampoo"", ""High chair - available upon request"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Heating"", ""Hot water"", ""Smart lock"", ""Outdoor furniture"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Smoke alarm"", ""Wine glasses"", ""Crib - available upon request"", ""Clothing storage: closet"", ""Fire extinguisher"", ""Stove"", ""Courtyard view"", ""Hot water kettle"", ""Cooking basics"", ""Freezer"", ""Dining table"", ""Room-darkening shades"", ""Microwave"", ""Central air conditioning"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Body soap"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Essentials"", ""Shower gel""]";t;999.0
43234686;la Barceloneta;Ciutat Vella;41.38173;2.18703;Entire rental unit;Entire home/apt;2;;1 bath;1.0;;"[""Dryer"", ""TV"", ""Wifi"", ""Washer"", ""Iron"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Essentials"", ""Hot water""]";f;43.0
1,29328E+18;el Raval;Ciutat Vella;41.37670504827968;2.168593782435153;Entire rental unit;Entire home/apt;3;;1 bath;2.0;;"[""Dedicated workspace"", ""Coffee maker"", ""Refrigerator"", ""Heating"", ""Hot water"", ""Pets allowed"", ""Iron"", ""Bed linens"", ""Oven"", ""Dishwasher"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Freezer"", ""Room-darkening shades"", ""Microwave"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Free washer \u2013 In unit"", ""Essentials""]";t;75.0
19043388;la Dreta de l'Eixample;Eixample;41.38947;2.16895;Entire rental unit;Entire home/apt;4;2.0;2 baths;2.0;3.0;"[""Shampoo"", ""Smoke alarm"", ""Long term stays allowed"", ""Host greets you"", ""Refrigerator"", ""Hangers"", ""Iron"", ""Dryer"", ""Crib"", ""Pets allowed"", ""TV"", ""Microwave"", ""Kitchen"", ""Cooking basics"", ""Bed linens"", ""Heating"", ""Stove"", ""Oven"", ""Air conditioning"", ""High chair"", ""Dishes and silverware"", ""Wifi"", ""Coffee maker: drip coffee maker"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Essentials"", ""Paid parking off premises"", ""Hot water"", ""Washer"", ""Hair dryer"", ""Elevator""]";f;325.0
43754244;la Dreta de l'Eixample;Eixample;41.39876;2.16982;Entire rental unit;Entire home/apt;7;2.0;2 baths;3.0;5.0;"[""Safe"", ""Ceiling fan"", ""Dedicated workspace"", ""Blender"", ""Shampoo"", ""Baby bath - available upon request"", ""40 inch HDTV"", ""Refrigerator"", ""Shower gel"", ""Drying rack for clothing"", ""Bosch stainless steel gas stove"", ""Free dryer \u2013 In unit"", ""Heating"", ""Hot water"", ""Coffee maker: Nespresso, pour-over coffee"", ""Outdoor furniture"", ""Iron"", ""Bed linens"", ""Self check-in"", ""Private patio or balcony"", ""Oven"", ""Dishwasher"", ""Wifi"", ""Dishes and silverware"", ""Wine glasses"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Cooking basics"", ""Crib"", ""Coffee"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib - available upon request"", ""Paid parking garage off premises"", ""Private backyard \u2013 Fully fenced"", ""Microwave"", ""Noise decibel monitors on property"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Private entrance"", ""Hangers"", ""Body soap"", ""Free washer \u2013 In unit"", ""AC - split type ductless system"", ""Extra pillows and blankets"", ""Essentials"", ""Lockbox"", ""High chair"", ""Clothing storage: closet, wardrobe, and dresser""]";t;500.0
9,17929E+17;la Dreta de l'Eixample;Eixample;41.391;2.17188;Entire rental unit;Entire home/apt;4;0.0;0 baths;3.0;3.0;"[""Blender"", ""Dedicated workspace"", ""Shampoo"", ""High chair - available upon request"", ""Baby bath - available upon request"", ""Conditioner"", ""Carbon monoxide alarm"", ""Induction stove"", ""Refrigerator"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Stainless steel oven"", ""Paid parking off premises"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Children\u2019s dinnerware"", ""Outlet covers"", ""Hot water"", ""Children\u2019s books and toys"", ""Cleaning available during stay"", ""Laundromat nearby"", ""Babysitter recommendations"", ""Outdoor furniture"", ""Iron"", ""Bed linens"", ""City skyline view"", ""Private patio or balcony"", ""Table corner guards"", ""Dishwasher"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Smoke alarm"", ""Wine glasses"", ""Crib - available upon request"", ""Clothing storage: closet"", ""Window guards"", ""Waterfront"", ""Hot water kettle"", ""Cooking basics"", ""Coffee"", ""Freezer"", ""Dining table"", ""Cleaning products"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib - available upon request"", ""Fireplace guards"", ""Sun loungers"", ""Radiant heating"", ""Kitchen"", ""Microwave"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Body soap"", ""Free washer \u2013 In unit"", ""Changing table - available upon request"", ""Extra pillows and blankets"", ""Essentials"", ""AC - split type ductless system"", ""Shower gel""]";t;5000.0
1,15069E+18;la Nova Esquerra de l'Eixample;Eixample;41.38201;2.14966;Entire rental unit;Entire home/apt;2;1.0;1 bath;1.0;1.0;"[""Safe"", ""Shampoo"", ""Refrigerator"", ""Clamp on table seat high chair - available upon request"", ""Bathtub"", ""Drying rack for clothing"", ""Host greets you"", ""Paid parking off premises"", ""Heating"", ""Hot water"", ""Pets allowed"", ""Iron"", ""Bed linens"", ""Single level home"", ""Oven"", ""Dishwasher"", ""Other gas stove"", ""TV"", ""Wifi"", ""Dishes and silverware"", ""Wine glasses"", ""Crib - available upon request"", ""Hot water kettle"", ""Cooking basics"", ""Clothing storage"", ""Coffee maker: drip coffee maker"", ""Freezer"", ""Washer"", ""Microwave"", ""Noise decibel monitors on property"", ""Kitchen"", ""Elevator"", ""Hair dryer"", ""Toaster"", ""Hangers"", ""Body soap"", ""Air conditioning""]";t;2000.0
44095658;el Barri Gòtic;Ciutat Vella;41.38533;2.17078;Entire rental unit;Entire home/apt;2;1.0;1 bath;1.0;1.0;"[""Coffee maker"", ""Refrigerator"", ""Iron"", ""Noise decibel monitors on property"", ""Crib"", ""TV"", ""Patio or balcony"", ""Microwave"", ""Kitchen"", ""Self check-in"", ""Bed linens"", ""Heating"", ""Stove"", ""Oven"", ""Air conditioning"", ""High chair"", ""Smart lock"", ""Dishes and silverware"", ""Wifi"", ""Freezer"", ""Dishwasher"", ""Essentials"", ""Hot water kettle"", ""Hot water"", ""Hair dryer"", ""Toaster"", ""Elevator""]";t;93.0
